# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
29 سروکار
212 وجه
10 سمعی
3 ب + سازم
37 بصری
36 رسانه
4 ترفندها
25 بتوانم
11 میآورم
41 پایینتر
2 حرف + م
17 بزنم
70 میگویم
7 بد + وی
28 عقبماندگی
279 مثبت
1123 طول
677 حمایت
6 شنیدیم
22 شنیدم
851 مقام
339 معظم
837 رهبری
312 استقبال
27 لاریجانی
4 پور + محمدی
373 سابق
2215 کردند
2 بر + از + ش
12 صافی
935 مطبوعات
130 رسانهها
1 حمایت + ش
106 کارها
4 زحمت + ی
1 کشیده + اید
14 منظور + م
218 مصاحبه
57 گامی
217 تفسیر
738 موجب
25 ابهامات
100 همگان
1 شناخته + تر
887 نیاز
313 تجربه
370 زمینههای
325 گوناگون
108 شک
73 ندارم
236 روزی
9 فرا + میرسد
403 افکار
12 راهکارها
22 دژ
47 مستحکم
3 ترس + ی
41 بیتوجهی
100 نابودی
105 انگیزه
96 سیل
89 هجوم
176 کالاهای
436 هزینه
186 سریال
13 اکثرا
1 حمایتهای + ی
861 هفته
25 مورد + ی
320 تلفن
9 نمونه + ها
5 تیتراژ
231 پایانی
32 نوازنده
138 نوجوان
10 چشمهایش
34 غده
112 بلافاصله
38 پیدرپی
8 پزشکان + ی
241 تماس
376 خواستار
52 رایگان
1387 شدند
1114 امروز
14 نکردیم
224 عادی
286 گفتند
569 پرداخت
6 بچه + ای
33 مادرش
177 قاچاق
74 اعدام
96 سرپرست
71 ماندن
274 نداشت
159 بارها
105 زدند
20 فرزندی
3 پسربچه + ای
42 شبها
5 می + خوابید
694 اصفهان
42 دیدند
418 شش
107 برگشت
156 مواردی
163 فراموش
71 بگویند
969 لازم
126 همراهی
6 خیرخواه + ان
109 نداریم
842 امر
709 عدم
807 همکاری
60 نهادها
66 سازمانها
9 نهادهای + ی
205 دقت
2 جای + شان
151 خالی
199 اکثر
489 مراکز
117 هماهنگ
53 نمیشوند
163 مگر
39 لطمه
359 افرادی
38 میگرفتند
80 میخواستند
454 مالی
3 امکان + ی
438 گرفتن
28 نداشتیم
535 امکان
1 ارتباط + مان
37 نشدن
25 ساعت + ی
100 معین
81 تبلیغ
2561 اعلام
190 دارید
262 گفتوگو
30 جالبی
78 داشتم
1 مستند + گونه
87 نمایشی
11 آدمهای + ی
38 شناختهشده
155 میآیند
719 بحث
13 میخواستم
3 بپ + رسم
5 گنجاند + ن
27 گفتوگوهای
26 بزهکاری
65 نماد
2 می + دیدید
42 ورزشکار
55 مجری
3 پلات + و
276 متن
15 برای + مان
38 قطعا
115 ترجیح
11 میدادیم
129 تصویری
18 مونتاژ
45 زحمت
96 مشکلی
82 میدانید
40 عموما
4 گرفتار + ند
174 هماهنگی
7 حضور + شان
125 مقطع
465 مقدار
3 آیتمهای
2 دیگر + مان
3 نقب + ی
18 گفته + های
162 جناب
18 فروتن
85 نزدیکتر
14 بشویم
1339 سطح
203 آشنا
24 ارادت
25 زعم
225 بنده
4 حرف + شان
29 صرفا
38 دقیقتر
5 ملموس + تر
2 دلنشین + تر
34 نوشتهاند
70 نقشی
18 خواستهاند
843 بازی
36 رفتهاند
2 مورد + ش
1279 افراد
526 بنابراین
1 عملی + اند
2 نفی + کننده
185 ارزشهای
2 کارشناس + ها
137 مشکلاتی
457 دعوت
60 عزیزان
741 ایشان
80 ایراد
1 ن + میگیرم
596 برخورد
1 برنامه + ساز + ه + است
26 بفرمایید
79 فلان
385 آنجا
1 سال + ته
65 خاطره
1 ن + میآییم
22 استثنا
1 شاهد + ند
9 مینشستند
86 میگفتند
671 پی
501 جدی
800 بودن
43 میبردند
28 میدیدند
58 بیایند
110 صندلی
17 بنشینند
71 آمدهاند
11 نشستهاند
607 اهمیت
113 میدادند
547 میکردند
37 کمک + ی
29 بخواهید
42 ابوالفضل
18 جلیلی
5 حاضر + م
152 جو
2 جدی + ای
13 هدفش
117 اکرم
93 محمدی
6 بشوم
18 جهانگیر
8 الماس + ی
107 نکات
17 فضاسازی
367 صحنه
176 بافت
34 فلز
35 رویش
110 خورده
1 گل + میخ
596 اضافه
3 نور + پردازی
59 نقدی
749 طبیعی
2 میلهها + ی
13 میکردید
3 است + یلی + زه
4 مست + تر
413 کم
20 کلیشه
49 درمجموع
289 اغلب
100 ضبط
1 برنامه + پر + کن
16 قاب
1 دکور + های + مان
4 دکور
19 نیامد
621 اجرا
1 گوهرشاد + ی
4 ایران + دوست
48 کمکم
14 میدادم
2 فکر + م
410 وسیله
2 دل + گیر
5 و + هم + آلود
11 بیاورم
142 شایسته
26 جایگاه + ی
56 تضاد
1 میپ + رسیدیم
182 میگفت
2 کاش + کی
70 میکردم
96 بیننده
100 آدمی
16 کاش
64 پیامی
6 میخواست + ید
209 منتقل
318 عناصر
1 دیداری + تر
1 مست + تر + تر
386 نور
13 ل + که
137 قدر
4 رو + است
1 ات + و + د
26 زدم
1 پلات + و + های
1 مدد + جو + ها
3 پشت + ش
13 میخواستیم
13 میلهها
2 انیمیشن + ی
10 بسازیم
319 صرف
59 راجعبه
41 محتوا
191 تدوین
17 ریتم
174 مناسبی
1 و + له + هایی
978 آمده
448 جایگاه
154 قسمتهای
2 اف + کت
15 میافتاد
199 کیفیت
2 و + له + ها
419 عالی
1 خودبهخود + ی
119 افت
7 رسید + ید
114 جداگانه
2 آورد + ید
36 تلفیق
19 گفتید
29 تصویربرداری
1427 تولید
70 شصت
88 38
5 رساند + یم
280 سرعت
254 بودجه
466 پیشبینی
310 بیشترین
4 قسمت + ش
24 سیصد
2212 هزار
133 تومان
15 جرات
146 ابتدای
10 آوردیم
1 غم + آلود
30 جنایی
597 پلیس
102 چراغ
8 گردون
66 تیره
231 قبیل
265 گاهی
14 غمگین
104 معمولی
53 میبینید
17 کپی
16 وقت + ها
227 دوباره
1 سه + باره
113 کردهایم
4 تصویر + ها
10 نامساعد
106 زندانی
11 میتوانستیم
1 لول
563 مناسب
114 بههرحال
5 میبرد + یم
15 پیش + آمده
51 میکردیم
22 دیجیتالی
140 رایانه
87 صاحبنظران
220 معتقدند
124 شرط
117 محقق
22 بیطرف
466 لحاظ
60 ارزشی
98 میتوانید
111 موافق
153 باشید
321 مخالف
531 تهیه
40 ریشههای
277 میداند
13 نظر + شان
6 تسری
335 دادهاند
385 خدمت
134 ریشه
500 اقتصاد
5 واسطه + گری
12 دلالی
35 مرسوم
82 شغل
23 کاذب
1 دلار + فروش
1 کوپن + فروش
15 قاطعانه
78 99
2255 درصد
718 کسانی
968 دلار
4 کوپن
3 می + فروش + ند
377 خلاف
7 بر + میگردیم
1 اجتماعی + مان
13 کتمان
77 بااینحال
56 ارتکاب
66 جرایم
327 شخص
356 وضع
2 مالی + اش
81 مرتکب
349 قوانین
11 جزایی
219 سرمایه
11 زندگی + شان
9 میچرخد
96 گرفتار
1651 قانون
48 جریمه
73 کوچه
18 نمیدادند
12 لطفا
6 اول + م
4 دست + یاری
61 بازیگری
27 اذیت
11 پر + کار
27 نبودم
794 حاضر
265 نیستند
23 بگذریم
4 ترفندها + ی
25 خواهش
5 تمنا
106 خلاصه
50 قانع
145 برنامهها
666 حق
216 دلایل
274 شخصی
9 نمیآیند
87 نگرش
1 نگرشهای + شان
29 همخوانی
309 ضرورت
11 گفته + ها
65 بستری
228 سالم
273 ساختن
40 نیت
170 خیر
19 تعارف
129 امری
267 ضروری
272 تلقی
5 کارشناسان + ی
96 گردن
31 کشیدند
3 مقوله + هایی
176 قرمز
27 مقولات
3 خود + سانسور + ی
3 تجویز + ی
1 لازمه + اش
1 قانونمند + ش
76 جامعهای
28 میآوریم
8 دست + مان
9 بازتر
104 میدانیم
32 دورترین
309 نقطه
1573 بزرگ
10 خوشش
123 بیاید
2 درد + ش
33 بخورد
1 رعایت + شان
118 تشکر
162 آقایان
39 نمیکردند
17 نمیرسید
2132 رایس
374 محترم
6 پدر + انه
2 چاپلوس + ی
1 تملق + ی
1040 جریان
100 تعطیل
12 میزدم
31 میزدند
1 برنامه + ات
590 حد
104 جلوی
310 پای
7 بر + داشتند
4 جدید + ا
16 تشریف
144 آوردند
582 ریاست
7 ن + گذاشتند
12 بمانیم
52 باقری
3 باز + بین
4 مإمن + ی
2 باز + بین + ها
33 سانسور
15 ناظری
5 مومن + ی
113 جایگزین
1 امر + و + نهی
3 بکن + ی
18 میشدم
1 نمیشد + م
14 دااما
355 نظارت
689 داشتند
132 حساسیت
15 پیگیر
72 میدانستند
85 میدانم
287 بقیه
63 بریتانیا
31 تعاریف
66 ضوابط
2005 دوم
235 محمدرضا
67 رضایی
1 ب + این + در
246 ویژگیهای
338 الف
119 امریکا
17 برآوردهای
28 متنوعی
106 تماشاگران
66 کلیسای
73 الکترونیکی
3 آرمسترانگ
32 1979
239 مجموع
230 صد
1532 میلیون
1 نفر + ند
45 بهمراتب
101 کمتری
1309 میزان
3 فور
18 1975
1 ها + دن
2 نس + و + ان
12 1981
1 گری + نر
16 1984
3 برآورد + ها
7 نظرسنجی + های
29 مستقلی
5 پاسخ + دهندگان
13 آنچنان + که
372 ابراز
33 میدارند
71 تماشا
84 میپردازند
21 زیادتر
816 واقع
77 تماشای
196 مطلوب
1 ه + و + ور
28 1988
3 اشتباه + ا
5 پخش + شده
120 معمولا
2 پخش + کنندگان
59 الکترونیک
68 کلیسا
8 جذب + ه
3 جوانتر + ها
1 تحصیلکرده + تر + ها
4 تماشاگران + ی
1 مذهبی + سنتی
330 مطالعات
76 تحقیقی
365 دهه
24 1950
1026 گونه
5 ادعا + ها
2 پارک + ر
11 بر + ی
12 اسمیت
9 1955
3 پیر + تر
932 زنان
2 بینندگان + ی
1 مذهبی + اند
29 ازآنپس
130 عموم
23 یافته + ها
27 دلالت
1321 میتوان
20 ویژگیهای + ی
368 داشتن
164 رده
1 بودن + یا + م
16 گری
1 پری + ت + چ + ارد
16 1985
394 متوسط
75 بینندگان
7 چه + طور
145 شاخص
3 فقیر + تر
4 کمسوادتر
197 طبقه
116 کارگران
128 جزا
43 بیکار
145 جالب
15 زنند
128 شهرها
56 روستاها
23 1987
2 هور + س
17 فیلد
159 ارتباطات
1 آن + ن + برگ
2251 سازمان
6 گالوپ
176 تایید
1 گر + ن + بر
213 پژوهش
6 زمینه + یابی
53 تصادفی
65 مثبتی
85 رفتارهای
201 نماز
33 انجیل
136 تماشاگر
5 پروپاقرص
438 درآمد
2 مسن + تر
105 دامنه
311 محدود
6 گمراه + کننده
3464 خواهد
1 چارچوب + هایی
947 شامل
709 مراسم
11 موعظه
1 روحانی + ها
1 بنیاد + گرا + ها
19 عملا
22 دربرگیرنده
1 غیر + معنوی
71 مشتمل
4 ش + و + های
328 خبری
189 مطبوعاتی
348 ورزشی
673 موسیقی
82 متنوع
1 آب + ل + مان
42 a
75 1990
1 کونتی + ن
205 ج
4 شولتز
31 مجلات
179 روزنامهها
187 چنان
27 مینویسند
226 جنبش
46 واحدی
273 حقیقت
65 ترکیبی
11 شخصیتپردازی
83 ترویج
548 دین
706 سیاست
40 سریالهای
4 آب + کی
36 کمدی
121 انجامشده
6 غیر + مذهبی
8 انگیزه + ها
6 لذایذ
57 زیربنای
1 رفتار + ه + است
57 بهطورکلی
17 طریقه
174 پرسش
329 عمده
446 عبارتند
19 آیینی
47 وسیلهای
316 عملی
2 عادت + ی
30 معرف
79 الگوهای
1 هدفمند + تر
85 بهطوریکه
6 ارضای
68 مشخصی
8 رو + بین
5 19 + 83
1 ویت + دال
13 تیپهای
17 برنامهسازی
1083 یافت
5 آبلمن
29 1989
8 متفاوت + ند
52 غالبا
139 حاوی
230 آشکار
44 ادای
7 مناسک
8 پتی
1 اوست + لینگ
15 1986
2003 همچنین
2 راهنمایی + های
181 معنوی
44 مداخله
127 پشتیبانی
26 b
150 بدینترتیب
976 سوم
6 جوی + ندگان
140 65
99 آماری
1 بازار + ی + های
518 فعالیتهای
2060 شرکت
69 مسیحی
136 تمایل
84 میرسید
16 علاقهای
350 ندارند
9 شدیدا
137 جنبه
123 اطلاعرسانی
158 اخبار
59 انفرادی
129 تحصیلات
499 بیشتری
27 دیدگاهی
1315 بینالمللی
235 حوادث
1342 اطلاعات
213 اخلاقی
127 فلسفی
324 ب
766 انگلیس
618 یکشنبه
114 شبکههای
4 آیتی + وی
115 بیبیسی
65 میشده
455 طبق
30 روال
256 زنده
167 پرداخته
336 صبح
15 ششصد
106 مسلم
2 یکشنبه + ها
198 اوایل
174 بعدازظهر
1 E + n + c + o + un + ter
1 E + ve + r + y + man
1 عمومی + ترین
1539 اساس
18 پایهگذاری
30 1993
353 40
1001 6
268 نمونه
73 معروفترین
6 سرود + های
5 ستایش + ی
2 H + igh + way
36 1992
629 پنج
1425 /5
330 جذب
326 همزمان
282 معرض
74 معطوف
319 تحلیل
226 آزمایش
491 ویژه
168 حسب
407 اهداف
667 نتایج
1065 مربوط
14 1963
122 مإسسه
180 تحقیقاتی
286 مردان
29 مسن
78 منظم
158 میروند
171 موسسه
13 1968
490 خصوص
18 نگرشهای
80 عقاید
13 نگرانی + ها
8 مشکلات + شان
4 آیبیای
1 آیتی + ای
2 هال + دنی
31 1978
3 همسان + ی
231 فراوانی
393 مشاهده
335 اولیه
399 خدمات
251 قادر
69 نبودند
1 تایید + شده
1519 دوره
207 روزانه
125 چهل
4 به + دلخواه
545 روشن
13 نشستند
900 اظهار
3 دین + داران
13 مقید
253 درخواست
359 نخست
43 بعدا
215 اواخر
34 1970
43 1980
1 نیایش + ی
58 روزمره
26 ساله + است
29 مثابه
9 اشتراک + ی
1 گات + نر
56 بهدستآمده
1312 عمومی
198 دخالت
231 توصیف
231 دیدگاه
74 بعدها
92 همدلی
249 بویژه
203 آمدن
26 انگلیسیها
9 نگرش + ها
2 رفتارهای + شان
43 مکانی
62 رویکرد
160 سطوح
469 علوم
95 رفتاری
143 متخصصان
401 بهداشت
213 توصیه
37 رکن
460 دهند
220 رسانههای
151 موضوعات
2 چند + گانه + ای
37 ضمیمه
2 آیتی + سی
842 تحت
14 مقتضی
493 دینی
115 ناظر
1600 1
2118 /6
42 د
53 مصوب
89 مقرر
82 میدارد
3 بایست + های
80 محتوای
8 بالاخص
476 نباید
380 بهرهبرداری
5 ناشایست
17 قابلیتها
124 احساسات
79 سوااستفاده
44 باورهای
11 وابستهاند
